Frequency (Hz)	Level (dB)
9575.546265	-121.425812
9576.219177	-119.550232
9576.892090	-124.253746
9577.565002	-120.940094
9578.237915	-121.307404
9578.910828	-121.703842
9579.583740	-122.955627
9580.256653	-129.877884
9580.929565	-127.920769
9581.602478	-123.301476
9582.275391	-120.418373
9582.948303	-122.453651
9583.621216	-124.765556
9584.294128	-120.189186
9584.967041	-118.876389
9585.639954	-118.633881
9586.312866	-115.625351
9586.985779	-116.660408
9587.658691	-123.841309
9588.331604	-120.265846
9589.004517	-118.206490
9589.677429	-117.105316
9590.350342	-119.337898
9591.023254	-121.252983
9591.696167	-123.508453
9592.369080	-121.265739
9593.041992	-115.988174
9593.714905	-118.780090
9594.387817	-120.019432
9595.060730	-119.175415
9595.733643	-116.835953
9596.406555	-118.273537
9597.079468	-124.646545
9597.752380	-125.397217
9598.425293	-125.528641
9599.098206	-127.960678
9599.771118	-127.299591
9600.444031	-125.674507
9601.116943	-124.431084
9601.789856	-120.878151
9602.462769	-122.562469
9603.135681	-120.465302
9603.808594	-120.367302
9604.481506	-118.245506
9605.154419	-116.823776
9605.827332	-119.762337
9606.500244	-122.392883
9607.173157	-119.276398
9607.846069	-119.154663
9608.518982	-118.100998
9609.191895	-119.496758
9609.864807	-123.895683
9610.537720	-124.125961
9611.210632	-121.590988
9611.883545	-122.588951
9612.556458	-118.128296
9613.229370	-117.415863
9613.902283	-121.060921
9614.575195	-118.340492
9615.248108	-120.840004
9615.921021	-122.178505
9616.593933	-119.011024
9617.266846	-121.599472
9617.939758	-122.910782
9618.612671	-120.980057
9619.285583	-120.335472
9619.958496	-130.401169
9620.631409	-124.572723
9621.304321	-123.668564
9621.977234	-129.685806
9622.650146	-124.208839
9623.323059	-119.498451
9623.995972	-126.204559
9624.668884	-118.918541
9625.341797	-118.373878
9626.014709	-122.237656
9626.687622	-124.493675
9627.360535	-119.795677
9628.033447	-120.710274
9628.706360	-125.983841
9629.379272	-119.632622
9630.052185	-121.218689
9630.725098	-122.460396
9631.398010	-121.105751
9632.070923	-119.068138
9632.743835	-121.344490
9633.416748	-120.179298
9634.089661	-118.505875
9634.762573	-119.855148
9635.435486	-121.820023
9636.108398	-122.071014
9636.781311	-124.131569
9637.454224	-125.327774
9638.127136	-123.012306
9638.800049	-120.844147
9639.472961	-121.244583
9640.145874	-119.265190
9640.818787	-118.497780
9641.491699	-124.715485
9642.164612	-121.428925
9642.837524	-119.516678
9643.510437	-123.073753
9644.183350	-124.258972
9644.856262	-123.741295
9645.529175	-118.950607
9646.202087	-118.623810
9646.875000	-122.323090
9647.547913	-117.905090
9648.220825	-118.479301
9648.893738	-117.547318
9649.566650	-118.930588
9650.239563	-120.833313
9650.912476	-120.698021
9651.585388	-122.400696
9652.258301	-122.803818
9652.931213	-116.135597
9653.604126	-116.383911
9654.277039	-118.937447
9654.949951	-117.651024
9655.622864	-119.505188
9656.295776	-122.584244
9656.968689	-121.134384
9657.641602	-124.087448
9658.314514	-124.518867
9658.987427	-121.375366
9659.660339	-117.837219
9660.333252	-120.228256
9661.006165	-118.071495
9661.679077	-117.521454
9662.351990	-117.962440
9663.024902	-117.293030
9663.697815	-118.963501
9664.370728	-121.642700
9665.043640	-121.453102
9665.716553	-122.048805
9666.389465	-120.595413
9667.062378	-117.977966
9667.735291	-120.013992
9668.408203	-124.380989
9669.081116	-121.716217
9669.754028	-118.977242
9670.426941	-120.408806
9671.099854	-122.816307
9671.772766	-124.801277
9672.445679	-123.581871
9673.118591	-119.564049
9673.791504	-122.268143
9674.464417	-120.306740
9675.137329	-121.650375
9675.810242	-124.901886
9676.483154	-122.247978
9677.156067	-123.621292
9677.828979	-125.713425
9678.501892	-126.950226
9679.174805	-123.680618
9679.847717	-120.184898
9680.520630	-118.210495
9681.193542	-116.886009
9681.866455	-115.527382
9682.539368	-117.648087
9683.212280	-122.698090
9683.885193	-124.559662
9684.558105	-127.666191
9685.231018	-123.576538
9685.903931	-119.629288
9686.576843	-119.662376
9687.249756	-117.829079
9687.922668	-121.467819
9688.595581	-125.505714
9689.268494	-123.237579
9689.941406	-124.759857
9690.614319	-120.553223
9691.287231	-121.846542
9691.960144	-121.537750
9692.633057	-117.737625
9693.305969	-121.222366
9693.978882	-121.739281
9694.651794	-118.988876
9695.324707	-120.189011
9695.997620	-122.279663
9696.670532	-121.190460
9697.343445	-121.594154
9698.016357	-123.667313
9698.689270	-127.433769
9699.362183	-121.276634
9700.035095	-119.320999
9700.708008	-120.183235
9701.380920	-129.535645
9702.053833	-124.746246
9702.726746	-124.832367
9703.399658	-120.947777
9704.072571	-117.726860
9704.745483	-120.298737
9705.418396	-121.569176
9706.091309	-123.186401
9706.764221	-120.108276
9707.437134	-121.183449
9708.110046	-118.771393
9708.782959	-117.755638
9709.455872	-119.430183
9710.128784	-122.034439
9710.801697	-130.140579
9711.474609	-123.020226
9712.147522	-124.936783
9712.820435	-121.476654
9713.493347	-120.448662
9714.166260	-120.097641
9714.839172	-121.708687
9715.512085	-120.650505
9716.184998	-124.898933
9716.857910	-121.067337
9717.530823	-119.503685
9718.203735	-118.970909
9718.876648	-119.888947
9719.549561	-120.162613
9720.222473	-118.835869
9720.895386	-118.992188
9721.568298	-120.912109
9722.241211	-126.296890
9722.914124	-119.642731
9723.587036	-116.688393
9724.259949	-117.662842
9724.932861	-118.578026
9725.605774	-120.671974
9726.278687	-119.130096
9726.951599	-122.283119
9727.624512	-124.034187
9728.297424	-118.152367
9728.970337	-117.239899
9729.643250	-118.628014
9730.316162	-117.976257
9730.989075	-117.921249
9731.661987	-121.682014
9732.334900	-127.289253
9733.007813	-123.820663
9733.680725	-118.990799
9734.353638	-120.043983
9735.026550	-120.517914
9735.699463	-122.032806
9736.372375	-119.494415
9737.045288	-122.378578
9737.718201	-123.540497
9738.391113	-124.854462
9739.064026	-119.803360
9739.736938	-120.073807
9740.409851	-120.482025
9741.082764	-117.782089
9741.755676	-126.338478
9742.428589	-122.173141
9743.101501	-121.092194
9743.774414	-115.975227
9744.447327	-116.009689
9745.120239	-118.009644
9745.793152	-122.139511
9746.466064	-115.770096
9747.138977	-116.929886
9747.811890	-123.577385
9748.484802	-126.378090
9749.157715	-126.587982
9749.830627	-117.095268
9750.503540	-122.972107
9751.176453	-115.832756
9751.849365	-117.860603
9752.522278	-123.798317
9753.195190	-121.114494
9753.868103	-115.012787
9754.541016	-115.530373
9755.213928	-123.450363
9755.886841	-122.354195
9756.559753	-126.308479
9757.232666	-122.859489
9757.905579	-120.462402
9758.578491	-117.317055
9759.251404	-117.911392
9759.924316	-119.108391
9760.597229	-115.808197
9761.270142	-116.914497
9761.943054	-119.815247
9762.615967	-124.431152
9763.288879	-126.963249
9763.961792	-122.954437
9764.634705	-121.207474
9765.307617	-121.322609
9765.980530	-120.876526
9766.653442	-118.292915
9767.326355	-120.041595
9767.999268	-123.159981
9768.672180	-123.412926
9769.345093	-120.703529
9770.018005	-119.223061
9770.690918	-123.912689
9771.363831	-120.809753
9772.036743	-119.546913
9772.709656	-121.587746
9773.382568	-119.785355
9774.055481	-119.863365
9774.728394	-124.781677
9775.401306	-123.085144
9776.074219	-117.274483
9776.747131	-115.042824
9777.420044	-117.025368
9778.092957	-118.672150
9778.765869	-121.067207
9779.438782	-122.007111
9780.111694	-124.136993
9780.784607	-125.436058
9781.457520	-121.338844
9782.130432	-118.293289
9782.803345	-118.609352
9783.476257	-118.408936
9784.149170	-122.226242
9784.822083	-123.015793
9785.494995	-122.309273
9786.167908	-123.198730
9786.840820	-122.290329
9787.513733	-128.592651
9788.186646	-123.470177
9788.859558	-122.006035
9789.532471	-116.652328
9790.205383	-119.288429
9790.878296	-120.508316
9791.551208	-119.025352
9792.224121	-122.830460
9792.897034	-120.979240
9793.569946	-119.687653
9794.242859	-122.918488
9794.915771	-120.934708
9795.588684	-118.912849
9796.261597	-120.198067
9796.934509	-122.564270
9797.607422	-122.853249
9798.280334	-118.936783
9798.953247	-118.450066
9799.626160	-126.019478
9800.299072	-122.029114
9800.971985	-118.079720
9801.644897	-121.079948
9802.317810	-130.751160
9802.990723	-126.093399
9803.663635	-127.373314
9804.336548	-120.321114
9805.009460	-122.224785
9805.682373	-122.569176
9806.355286	-121.840477
9807.028198	-121.278374
9807.701111	-130.560043
9808.374023	-122.189468
9809.046936	-122.346336
9809.719849	-118.965202
9810.392761	-119.191040
9811.065674	-121.744743
9811.738586	-119.782059
9812.411499	-120.799484
9813.084412	-121.598495
9813.757324	-120.319458
9814.430237	-122.186531
9815.103149	-121.148430
9815.776062	-118.562721
9816.448975	-118.097633
9817.121887	-119.026985
9817.794800	-115.794487
9818.467712	-118.196594
9819.140625	-120.504951
9819.813538	-127.572731
9820.486450	-126.800591
9821.159363	-122.723045
9821.832275	-120.617302
9822.505188	-123.778229
9823.178101	-122.050949
9823.851013	-120.293777
9824.523926	-115.902443
9825.196838	-114.164009
9825.869751	-117.745117
9826.542664	-117.774658
9827.215576	-120.211044
9827.888489	-123.730476
9828.561401	-121.009956
9829.234314	-116.625259
9829.907227	-117.533745
9830.580139	-120.450569
9831.253052	-120.493004
9831.925964	-119.282616
9832.598877	-118.934753
9833.271790	-122.825493
9833.944702	-128.464478
9834.617615	-126.518791
9835.290527	-127.018997
9835.963440	-119.822533
9836.636353	-118.703575
9837.309265	-122.654198
9837.982178	-126.539856
9838.655090	-120.722046
9839.328003	-120.722572
9840.000916	-125.122482
9840.673828	-124.401581
9841.346741	-119.499077
9842.019653	-117.990799
9842.692566	-117.347443
9843.365479	-120.293236
9844.038391	-121.917908
9844.711304	-120.689346
9845.384216	-120.939445
9846.057129	-120.618141
9846.730042	-120.083176
9847.402954	-121.786339
9848.075867	-120.869072
9848.748779	-120.882736
9849.421692	-123.264984
9850.094604	-123.213486
9850.767517	-118.762833
9851.440430	-119.053505
9852.113342	-118.941811
9852.786255	-121.830399
9853.459167	-119.726959
9854.132080	-117.062820
9854.804993	-119.156532
9855.477905	-122.207954
9856.150818	-123.479378
9856.823730	-123.864265
9857.496643	-124.264511
9858.169556	-120.266396
9858.842468	-119.058525
9859.515381	-120.936195
9860.188293	-119.179375
9860.861206	-121.414886
9861.534119	-117.860641
9862.207031	-120.647049
9862.879944	-125.856697
9863.552856	-121.839584
9864.225769	-118.774490
9864.898682	-116.958321
9865.571594	-116.210693
9866.244507	-120.158195
9866.917419	-117.224411
9867.590332	-115.544708
9868.263245	-125.958755
9868.936157	-117.721497
9869.609070	-114.602219
9870.281982	-117.033623
9870.954895	-123.421127
9871.627808	-122.266891
9872.300720	-124.951401
9872.973633	-118.571587
9873.646545	-118.393417
9874.319458	-121.945061
9874.992371	-117.969444
9875.665283	-115.813866
9876.338196	-116.216194
9877.011108	-115.257065
9877.684021	-118.038849
9878.356934	-123.180962
9879.029846	-126.227425
9879.702759	-123.984230
9880.375671	-124.317589
9881.048584	-120.184319
9881.721497	-117.778381
9882.394409	-118.224304
9883.067322	-119.184952
9883.740234	-123.659805
9884.413147	-127.826218
9885.086060	-130.270493
9885.758972	-120.836510
9886.431885	-120.358276
9887.104797	-122.517632
9887.777710	-121.580902
9888.450623	-122.543098
9889.123535	-123.198586
9889.796448	-122.982857
9890.469360	-121.212799
9891.142273	-121.491898
9891.815186	-122.119797
9892.488098	-124.259567
9893.161011	-119.964821
9893.833923	-118.462448
9894.506836	-121.644661
9895.179749	-119.655113
9895.852661	-118.539307
9896.525574	-122.588684
9897.198486	-120.257050
9897.871399	-118.063087
9898.544312	-118.802811
9899.217224	-121.718941
9899.890137	-118.536392
9900.563049	-120.691582
9901.235962	-119.214050
9901.908875	-118.120605
9902.581787	-117.907661
9903.254700	-117.106804
9903.927612	-120.328606
9904.600525	-117.500732
9905.273438	-117.700584
9905.946350	-121.051178
9906.619263	-117.109383
9907.292175	-119.784821
9907.965088	-118.660439
9908.638000	-114.852234
9909.310913	-116.986427
9909.983826	-121.787178
9910.656738	-118.766190
9911.329651	-115.614914
9912.002563	-119.146568
9912.675476	-120.219231
9913.348389	-115.896523
9914.021301	-116.191048
9914.694214	-115.319916
9915.367126	-115.484299
9916.040039	-117.819412
9916.712952	-117.990753
9917.385864	-119.982018
9918.058777	-123.154152
9918.731689	-123.967094
9919.404602	-122.283798
9920.077515	-123.195251
9920.750427	-133.272324
9921.423340	-125.552574
9922.096252	-119.432449
9922.769165	-117.857086
9923.442078	-118.250305
9924.114990	-120.712402
9924.787903	-119.272606
9925.460815	-119.588959
9926.133728	-120.331383
9926.806641	-122.534042
9927.479553	-120.398514
9928.152466	-114.711128
9928.825378	-116.261696
9929.498291	-122.702721
9930.171204	-119.998459
9930.844116	-118.342857
9931.517029	-119.893082
9932.189941	-119.814697
9932.862854	-118.402573
9933.535767	-117.576225
9934.208679	-116.455597
9934.881592	-118.420059
9935.554504	-125.666458
9936.227417	-127.601837
9936.900330	-128.630219
9937.573242	-123.152794
9938.246155	-119.342079
9938.919067	-119.440536
9939.591980	-119.835861
9940.264893	-120.041458
9940.937805	-120.920052
9941.610718	-117.110458
9942.283630	-115.187187
9942.956543	-116.135231
9943.629456	-119.055382
9944.302368	-116.908501
9944.975281	-117.337097
9945.648193	-122.461983
9946.321106	-125.065575
9946.994019	-123.150505
9947.666931	-117.943504
9948.339844	-119.619835
9949.012756	-120.352196
9949.685669	-117.757675
9950.358582	-118.925430
9951.031494	-119.402618
9951.704407	-119.136742
9952.377319	-122.180565
9953.050232	-113.334030
9953.723145	-114.601921
9954.396057	-118.914688
9955.068970	-121.183594
9955.741882	-120.043457
9956.414795	-119.650444
9957.087708	-119.914497
9957.760620	-121.471619
9958.433533	-126.231255
9959.106445	-118.810608
9959.779358	-114.787971
9960.452271	-119.672668
9961.125183	-122.365997
9961.798096	-121.507133
9962.471008	-119.202286
9963.143921	-118.106514
9963.816833	-118.434181
9964.489746	-120.498253
9965.162659	-129.929001
9965.835571	-119.174583
9966.508484	-117.397934
9967.181396	-118.625496
9967.854309	-120.659828
9968.527222	-114.771759
9969.200134	-118.296600
9969.873047	-117.239174
9970.545959	-116.450317
9971.218872	-121.005692
9971.891785	-126.708405
9972.564697	-121.967117
9973.237610	-123.375771
9973.910522	-123.494240
9974.583435	-119.580330
9975.256348	-119.690529
9975.929260	-117.544952
9976.602173	-116.824394
9977.275085	-118.824776
9977.947998	-119.143593
9978.620911	-124.139694
9979.293823	-125.032303
9979.966736	-118.487511
9980.639648	-118.815063
9981.312561	-123.371773
9981.985474	-119.759880
9982.658386	-116.246948
9983.331299	-117.270485
9984.004211	-118.507454
9984.677124	-117.948837
9985.350037	-122.069519
9986.022949	-126.800461
9986.695862	-121.361549
9987.368774	-118.980988
9988.041687	-119.593102
9988.714600	-118.841148
9989.387512	-116.907433
9990.060425	-119.342445
9990.733337	-119.515282
9991.406250	-118.162369
9992.079163	-119.202675
9992.752075	-119.115601
9993.424988	-117.509758
9994.097900	-121.098900
9994.770813	-118.987129
9995.443726	-117.394722
9996.116638	-118.178093
9996.789551	-120.672287
9997.462463	-117.387894
9998.135376	-116.637466
9998.808289	-123.638191
9999.481201	-118.304626
10000.154114	-120.328140
10000.827026	-124.521736
10001.499939	-121.744209
10002.172852	-122.589775
10002.845764	-118.562546
10003.518677	-118.445015
10004.191589	-117.128014
10004.864502	-116.068573
10005.537415	-117.373108
10006.210327	-125.809082
10006.883240	-119.062012
10007.556152	-116.874535
10008.229065	-117.493217
10008.901978	-116.129654
10009.574890	-113.693016
10010.247803	-114.062370
10010.920715	-120.415916
10011.593628	-117.636238
10012.266541	-115.790596
10012.939453	-121.415665
10013.612366	-120.954597
10014.285278	-125.379097
10014.958191	-121.873665
10015.631104	-117.170296
10016.304016	-117.885834
10016.976929	-122.326523
10017.649841	-125.458450
10018.322754	-121.240158
10018.995667	-120.443939
10019.668579	-118.677231
10020.341492	-122.939781
10021.014404	-121.854630
10021.687317	-118.252052
10022.360229	-119.866295
10023.033142	-123.959503
10023.706055	-123.910103
10024.378967	-118.978630
10025.051880	-116.512733
10025.724792	-115.460007
10026.397705	-116.765396
10027.070618	-118.854286
10027.743530	-118.617706
10028.416443	-116.472092
10029.089355	-118.354073
10029.762268	-122.169121
10030.435181	-118.742393
10031.108093	-118.847466
10031.781006	-119.089180
10032.453918	-119.986343
10033.126831	-124.174210
10033.799744	-122.203613
10034.472656	-124.171059
10035.145569	-119.135780
10035.818481	-120.614914
10036.491394	-123.400177
10037.164307	-120.826904
10037.837219	-119.108963
10038.510132	-121.466553
10039.183044	-118.664986
10039.855957	-118.409607
10040.528870	-121.632309
10041.201782	-126.161430
10041.874695	-121.958565
10042.547607	-119.519760
10043.220520	-120.818283
10043.893433	-120.926453
10044.566345	-119.300262
10045.239258	-118.717903
10045.912170	-118.870239
10046.585083	-121.027138
10047.257996	-119.979607
10047.930908	-120.281860
10048.603821	-124.676880
10049.276733	-122.241013
10049.949646	-121.224594
10050.622559	-124.923370
10051.295471	-123.880478
10051.968384	-117.515427
10052.641296	-115.574471
10053.314209	-118.053772
10053.987122	-118.650635
10054.660034	-117.945442
10055.332947	-117.836426
10056.005859	-122.758667
10056.678772	-120.459885
10057.351685	-117.369942
10058.024597	-115.773239
10058.697510	-121.307198
10059.370422	-121.473000
10060.043335	-118.177948
10060.716248	-118.262306
10061.389160	-118.835548
10062.062073	-121.193436
10062.734985	-119.706779
10063.407898	-116.219238
10064.080811	-114.279305
10064.753723	-120.307556
10065.426636	-122.086067
10066.099548	-122.680283
10066.772461	-122.465813
10067.445374	-124.957306
10068.118286	-124.710701
10068.791199	-122.422485
10069.464111	-120.192497
10070.137024	-122.242424
10070.809937	-120.100754
10071.482849	-123.017944
10072.155762	-118.652222
10072.828674	-117.161713
10073.501587	-120.497971
10074.174500	-121.178215
10074.847412	-119.680405
10075.520325	-117.895081
10076.193237	-121.174675
10076.866150	-122.238869
10077.539063	-120.041687
10078.211975	-116.681847
10078.884888	-119.269867
10079.557800	-121.900024
10080.230713	-122.945419
10080.903625	-125.292824
10081.576538	-124.950294
10082.249451	-124.745155
10082.922363	-125.394279
10083.595276	-124.953278
10084.268188	-122.691635
10084.941101	-117.765190
10085.614014	-117.833237
10086.286926	-121.849457
10086.959839	-118.772278
10087.632751	-118.074883
10088.305664	-122.456909
10088.978577	-119.870758
10089.651489	-118.943283
10090.324402	-118.988510
10090.997314	-119.760986
10091.670227	-117.117790
10092.343140	-116.149956
10093.016052	-116.405342
10093.688965	-124.589058
10094.361877	-117.779854
10095.034790	-118.194351
10095.707703	-121.619049
10096.380615	-124.687141
10097.053528	-123.363060
10097.726440	-119.841454
10098.399353	-118.367416
10099.072266	-120.252357
10099.745178	-127.046700
10100.418091	-131.453735
10101.091003	-125.364128
10101.763916	-120.686562
10102.436829	-121.732903
10103.109741	-126.089584
10103.782654	-123.254990
10104.455566	-117.734810
10105.128479	-115.949806
10105.801392	-119.496155
10106.474304	-128.172012
10107.147217	-126.606300
10107.820129	-120.097321
10108.493042	-120.116676
10109.165955	-120.571686
10109.838867	-118.413925
10110.511780	-123.423943
10111.184692	-124.258240
10111.857605	-125.552116
10112.530518	-124.573784
10113.203430	-123.704239
10113.876343	-124.703110
10114.549255	-118.723686
10115.222168	-118.872597
10115.895081	-122.035721
10116.567993	-117.794922
10117.240906	-118.149338
10117.913818	-119.406784
10118.586731	-117.435921
10119.259644	-119.328087
10119.932556	-123.960831
10120.605469	-121.244003
10121.278381	-119.553085
10121.951294	-120.769363
10122.624207	-122.243607
10123.297119	-122.508926
10123.970032	-124.621696
10124.642944	-119.772812
10125.315857	-118.633217
10125.988770	-115.851326
10126.661682	-115.153099
10127.334595	-116.906738
10128.007507	-117.582535
10128.680420	-119.270004
10129.353333	-120.962555
10130.026245	-121.329025
10130.699158	-119.602425
10131.372070	-117.250031
10132.044983	-122.437996
10132.717896	-122.781891
10133.390808	-122.470245
10134.063721	-120.090561
10134.736633	-120.117271
10135.409546	-123.609818
10136.082458	-127.738373
10136.755371	-119.989197
10137.428284	-121.269051
10138.101196	-118.477074
10138.774109	-124.647469
10139.447021	-122.637688
10140.119934	-115.979607
10140.792847	-116.427650
10141.465759	-120.626854
10142.138672	-120.653145
10142.811584	-119.238815
10143.484497	-122.316002
10144.157410	-119.336388
10144.830322	-118.821564
10145.503235	-121.697090
10146.176147	-125.745476
10146.849060	-119.145058
10147.521973	-125.503128
10148.194885	-126.615211
10148.867798	-124.794762
10149.540710	-124.169563
10150.213623	-127.563477
10150.886536	-122.369377
10151.559448	-119.973732
10152.232361	-118.227051
10152.905273	-119.828339
10153.578186	-121.070480
10154.251099	-122.070763
10154.924011	-127.187973
10155.596924	-122.461731
10156.269836	-120.208305
10156.942749	-121.601212
10157.615662	-125.088104
10158.288574	-122.070549
10158.961487	-119.307892
10159.634399	-120.910004
10160.307312	-119.136200
10160.980225	-117.734474
10161.653137	-120.942772
10162.326050	-123.405273
10162.998962	-122.455521
10163.671875	-124.372475
10164.344788	-122.991310
10165.017700	-122.348152
10165.690613	-117.217514
10166.363525	-116.867149
10167.036438	-121.702095
10167.709351	-121.514458
10168.382263	-123.124771
10169.055176	-119.732773
10169.728088	-118.344513
10170.401001	-122.778862
10171.073914	-124.469315
10171.746826	-121.186485
10172.419739	-117.101234
10173.092651	-115.569939
10173.765564	-115.214745
10174.438477	-118.497551
10175.111389	-116.585831
10175.784302	-115.154709
10176.457214	-122.185814
10177.130127	-128.181259
10177.803040	-120.579208
10178.475952	-119.178833
10179.148865	-122.166824
10179.821777	-121.793770
10180.494690	-119.968552
10181.167603	-116.864571
10181.840515	-117.624565
10182.513428	-118.143593
10183.186340	-117.470360
10183.859253	-119.666313
10184.532166	-122.325813
10185.205078	-126.753616
10185.877991	-123.650070
10186.550903	-125.629715
10187.223816	-128.054977
10187.896729	-122.554718
10188.569641	-117.556664
10189.242554	-121.617851
10189.915466	-126.603241
10190.588379	-121.694504
10191.261292	-125.858360
10191.934204	-124.212311
10192.607117	-128.518097
10193.280029	-120.056137
10193.952942	-120.458008
10194.625854	-120.861694
10195.298767	-126.447014
10195.971680	-121.698822
10196.644592	-120.606018
10197.317505	-115.140022
10197.990417	-117.543335
10198.663330	-121.375977
10199.336243	-119.688347
10200.009155	-122.151131
10200.682068	-121.180031
10201.354980	-121.998482
10202.027893	-122.216293
10202.700806	-124.207916
10203.373718	-124.017982
10204.046631	-124.263763
10204.719543	-118.976357
10205.392456	-121.828262
10206.065369	-119.589111
10206.738281	-119.206833
10207.411194	-117.587685
10208.084106	-127.095970
10208.757019	-124.828476
10209.429932	-122.331429
10210.102844	-124.561096
10210.775757	-125.911049
10211.448669	-126.470360
10212.121582	-121.936737
10212.794495	-120.136810
10213.467407	-121.122559
10214.140320	-123.087860
10214.813232	-120.294914
10215.486145	-119.592331
10216.159058	-123.219788
10216.831970	-122.830299
10217.504883	-122.250061
10218.177795	-119.965698
10218.850708	-117.551308
10219.523621	-116.265144
10220.196533	-117.411514
10220.869446	-118.589493
10221.542358	-118.424446
10222.215271	-121.349266
10222.888184	-121.324142
10223.561096	-122.793564
10224.234009	-125.612091
10224.906921	-125.529587
10225.579834	-123.154854
10226.252747	-120.286781
10226.925659	-117.179535
10227.598572	-115.193550
10228.271484	-116.309120
10228.944397	-119.597343
10229.617310	-121.454033
10230.290222	-125.202553
10230.963135	-132.141983
10231.636047	-122.413361
10232.308960	-120.029770
10232.981873	-119.168945
10233.654785	-129.322250
10234.327698	-126.475006
10235.000610	-124.619247
10235.673523	-122.177383
10236.346436	-119.702911
10237.019348	-122.746216
10237.692261	-125.817085
10238.365173	-118.530510
10239.038086	-117.291084
10239.710999	-121.557594
10240.383911	-119.942673
10241.056824	-120.916763
10241.729736	-125.930466
10242.402649	-129.263062
10243.075562	-124.992783
10243.748474	-119.662888
10244.421387	-119.746620
10245.094299	-125.527916
10245.767212	-127.558601
10246.440125	-122.831543
10247.113037	-119.100220
10247.785950	-121.781746
10248.458862	-121.676636
10249.131775	-122.463203
10249.804688	-121.093529
10250.477600	-121.371544
10251.150513	-123.084435
10251.823425	-123.205894
10252.496338	-123.975533
10253.169250	-125.702995
10253.842163	-117.577408
10254.515076	-121.073418
10255.187988	-119.415390
10255.860901	-120.980095
10256.533813	-122.708199
10257.206726	-123.024406
10257.879639	-128.954529
10258.552551	-122.095558
10259.225464	-120.426598
10259.898376	-127.393219
10260.571289	-121.141045
10261.244202	-120.997551
10261.917114	-125.511276
10262.590027	-121.222748
10263.262939	-117.595467
10263.935852	-125.654320
10264.608765	-122.336464
10265.281677	-121.167458
10265.954590	-120.207939
10266.627502	-123.910805
10267.300415	-125.295624
10267.973328	-118.768555
10268.646240	-118.186501
10269.319153	-122.137444
10269.992065	-117.722900
10270.664978	-123.288246
10271.337891	-118.800163
10272.010803	-119.725464
10272.683716	-120.234955
10273.356628	-113.810867
10274.029541	-113.831924
10274.702454	-118.191360
10275.375366	-120.983604
10276.048279	-122.296211
10276.721191	-121.569725
10277.394104	-122.004196
10278.067017	-122.105049
10278.739929	-119.519150
10279.412842	-116.557755
10280.085754	-119.637650
10280.758667	-127.043434
10281.431580	-122.737328
10282.104492	-125.353989
10282.777405	-120.199074
10283.450317	-118.667984
10284.123230	-121.341362
10284.796143	-121.215057
10285.469055	-118.586685
10286.141968	-118.882935
10286.814880	-118.078087
10287.487793	-118.857109
10288.160706	-120.595787
10288.833618	-117.646324
10289.506531	-121.765549
10290.179443	-117.329399
10290.852356	-122.167480
10291.525269	-119.083824
10292.198181	-118.559570
10292.871094	-121.108849
10293.544006	-121.177292
10294.216919	-119.425819
10294.889832	-117.206429
10295.562744	-119.575554
10296.235657	-120.047295
10296.908569	-121.571747
10297.581482	-124.450768
10298.254395	-121.293060
10298.927307	-119.183975
10299.600220	-119.647301
10300.273132	-121.326126
10300.946045	-117.153610
10301.618958	-117.039726
10302.291870	-120.625046
10302.964783	-122.871178
10303.637695	-121.766907
10304.310608	-118.537781
10304.983521	-121.228951
10305.656433	-124.704735
10306.329346	-122.616081
10307.002258	-123.852020
10307.675171	-127.060425
10308.348083	-124.314842
10309.020996	-120.688965
10309.693909	-119.224083
10310.366821	-117.963127
10311.039734	-118.899857
10311.712646	-121.834045
10312.385559	-122.255646
10313.058472	-118.827240
10313.731384	-123.036362
10314.404297	-119.887222
10315.077209	-117.445824
10315.750122	-116.137100
10316.423035	-115.280899
10317.095947	-122.179268
10317.768860	-124.426849
10318.441772	-116.969200
10319.114685	-114.387886
10319.787598	-121.635361
10320.460510	-120.246094
10321.133423	-125.979713
10321.806335	-125.472130
10322.479248	-123.836998
10323.152161	-123.753815
10323.825073	-124.169975
10324.497986	-123.543228
10325.170898	-122.047821
10325.843811	-129.506027
10326.516724	-122.423363
10327.189636	-120.307091
10327.862549	-118.876747
10328.535461	-119.608620
10329.208374	-125.046509
10329.881287	-124.736366
10330.554199	-117.559158
10331.227112	-117.191505
10331.900024	-121.183456
10332.572937	-118.807846
10333.245850	-120.021706
10333.918762	-118.719635
10334.591675	-118.759491
10335.264587	-121.240379
10335.937500	-121.552956
10336.610413	-122.001488
10337.283325	-118.201614
10337.956238	-116.344757
10338.629150	-120.030548
10339.302063	-120.799934
10339.974976	-123.155220
10340.647888	-119.284210
10341.320801	-114.963760
10341.993713	-116.933273
10342.666626	-118.526573
10343.339539	-119.286476
10344.012451	-121.461304
10344.685364	-130.906189
10345.358276	-120.757660
10346.031189	-117.688904
10346.704102	-117.529617
10347.377014	-119.835106
10348.049927	-125.286957
10348.722839	-119.239563
10349.395752	-116.544945
10350.068665	-120.042168
10350.741577	-124.701111
10351.414490	-120.385933
10352.087402	-122.201141
10352.760315	-125.130081
10353.433228	-118.619102
10354.106140	-118.302917
10354.779053	-120.078522
10355.451965	-119.215523
10356.124878	-119.122993
10356.797791	-120.087265
10357.470703	-120.274719
10358.143616	-118.046425
10358.816528	-120.977341
