Frequency (Hz)	Level (dB)
4614.834595	-116.428741
4615.507507	-115.026703
4616.180420	-115.758057
4616.853333	-120.848373
4617.526245	-120.424728
4618.199158	-124.427444
4618.872070	-122.102814
4619.544983	-118.457993
4620.217896	-119.137344
4620.890808	-115.102005
4621.563721	-119.209564
4622.236633	-124.225578
4622.909546	-119.319038
4623.582458	-120.775742
4624.255371	-127.309311
4624.928284	-130.102631
4625.601196	-121.433456
4626.274109	-115.905556
4626.947021	-119.127426
4627.619934	-119.260780
4628.292847	-118.248169
4628.965759	-120.084106
4629.638672	-118.642914
4630.311584	-117.704475
4630.984497	-117.445084
4631.657410	-119.630814
4632.330322	-119.295448
4633.003235	-123.569283
4633.676147	-121.773499
4634.349060	-122.111374
4635.021973	-119.951775
4635.694885	-120.291687
4636.367798	-119.166855
4637.040710	-118.102325
4637.713623	-119.324760
4638.386536	-120.504463
4639.059448	-125.467079
4639.732361	-123.084839
4640.405273	-121.463951
4641.078186	-121.107559
4641.751099	-117.876747
4642.424011	-117.187897
4643.096924	-118.218849
4643.769836	-119.786575
4644.442749	-118.816200
4645.115662	-122.389610
4645.788574	-121.268242
4646.461487	-116.365395
4647.134399	-118.310646
4647.807312	-120.318146
4648.480225	-120.503242
4649.153137	-122.525909
4649.826050	-119.563271
4650.498962	-120.828941
4651.171875	-121.528961
4651.844788	-121.432549
4652.517700	-120.189217
4653.190613	-121.931786
4653.863525	-118.651382
4654.536438	-118.014290
4655.209351	-117.877586
4655.882263	-117.018303
4656.555176	-118.270264
4657.228088	-117.997643
4657.901001	-117.615341
4658.573914	-123.073792
4659.246826	-119.829536
4659.919739	-119.897026
4660.592651	-120.248962
4661.265564	-120.303139
4661.938477	-117.453697
4662.611389	-121.516785
4663.284302	-123.984947
4663.957214	-120.454216
4664.630127	-119.542046
4665.303040	-121.631752
4665.975952	-121.872177
4666.648865	-117.437836
4667.321777	-115.306854
4667.994690	-115.845757
4668.667603	-114.926895
4669.340515	-117.813667
4670.013428	-119.604973
4670.686340	-117.228119
4671.359253	-117.513580
4672.032166	-120.181755
4672.705078	-128.182617
4673.377991	-116.087173
4674.050903	-115.268318
4674.723816	-117.703644
4675.396729	-118.291351
4676.069641	-118.073357
4676.742554	-118.543793
4677.415466	-119.779282
4678.088379	-119.135597
4678.761292	-118.705048
4679.434204	-119.185913
4680.107117	-120.327057
4680.780029	-118.885078
4681.452942	-116.064407
4682.125854	-114.373611
4682.798767	-114.539619
4683.471680	-116.960358
4684.144592	-116.956161
4684.817505	-118.569077
4685.490417	-118.019676
4686.163330	-115.731415
4686.836243	-117.522255
4687.509155	-113.236954
4688.182068	-115.695854
4688.854980	-118.909180
4689.527893	-117.288780
4690.200806	-123.754234
4690.873718	-123.016960
4691.546631	-117.508720
4692.219543	-115.533127
4692.892456	-117.832771
4693.565369	-122.791519
4694.238281	-121.845795
4694.911194	-125.658653
4695.584106	-123.475571
4696.257019	-120.828079
4696.929932	-122.254623
4697.602844	-123.950668
4698.275757	-122.513596
4698.948669	-122.026833
4699.621582	-119.887787
4700.294495	-122.972832
4700.967407	-119.292488
4701.640320	-116.380844
4702.313232	-114.982552
4702.986145	-119.932968
4703.659058	-120.107574
4704.331970	-120.636963
4705.004883	-118.598656
4705.677795	-119.915718
4706.350708	-118.089859
4707.023621	-117.151039
4707.696533	-117.082016
4708.369446	-116.525650
4709.042358	-120.086418
4709.715271	-123.049538
4710.388184	-116.659210
4711.061096	-116.646820
4711.734009	-117.125038
4712.406921	-122.873009
4713.079834	-124.301697
4713.752747	-118.814003
4714.425659	-118.701569
4715.098572	-119.215385
4715.771484	-118.265099
4716.444397	-125.614777
4717.117310	-124.695091
4717.790222	-119.831772
4718.463135	-119.405457
4719.136047	-122.564697
4719.808960	-119.192764
4720.481873	-119.357574
4721.154785	-114.627174
4721.827698	-117.540100
4722.500610	-119.229149
4723.173523	-119.019997
4723.846436	-118.434662
4724.519348	-116.651611
4725.192261	-120.752579
4725.865173	-117.803787
4726.538086	-116.252792
4727.210999	-115.569954
4727.883911	-113.118744
4728.556824	-113.356010
4729.229736	-117.428947
4729.902649	-121.480461
4730.575562	-118.295502
4731.248474	-119.004967
4731.921387	-121.442505
4732.594299	-120.278114
4733.267212	-122.543381
4733.940125	-121.088142
4734.613037	-119.019386
4735.285950	-114.840157
4735.958862	-113.078644
4736.631775	-118.166618
4737.304688	-121.244492
4737.977600	-117.622276
4738.650513	-119.134949
4739.323425	-123.449875
4739.996338	-119.504700
4740.669250	-114.126877
4741.342163	-115.533791
4742.015076	-122.214264
4742.687988	-119.007545
4743.360901	-116.201134
4744.033813	-115.674652
4744.706726	-117.438560
4745.379639	-118.308670
4746.052551	-119.140030
4746.725464	-119.659721
4747.398376	-118.380951
4748.071289	-116.167542
4748.744202	-119.917587
4749.417114	-120.308266
4750.090027	-115.585114
4750.762939	-116.576401
4751.435852	-118.793571
4752.108765	-117.080978
4752.781677	-114.711906
4753.454590	-114.221436
4754.127502	-117.657982
4754.800415	-118.582748
4755.473328	-116.210838
4756.146240	-118.301041
4756.819153	-117.960060
4757.492065	-117.097527
4758.164978	-120.843323
4758.837891	-119.721893
4759.510803	-117.746918
4760.183716	-115.009163
4760.856628	-115.815567
4761.529541	-118.141304
4762.202454	-114.692413
4762.875366	-118.103104
4763.548279	-120.381386
4764.221191	-117.015083
4764.894104	-114.970177
4765.567017	-114.819351
4766.239929	-116.194153
4766.912842	-120.139259
4767.585754	-119.269035
4768.258667	-119.481865
4768.931580	-113.769768
4769.604492	-112.937851
4770.277405	-117.201859
4770.950317	-118.876869
4771.623230	-115.592888
4772.296143	-117.673866
4772.969055	-120.662025
4773.641968	-120.587639
4774.314880	-116.310028
4774.987793	-113.807785
4775.660706	-116.055748
4776.333618	-114.802345
4777.006531	-115.519264
4777.679443	-117.441902
4778.352356	-116.835983
4779.025269	-116.976059
4779.698181	-119.988083
4780.371094	-121.293861
4781.044006	-117.702774
4781.716919	-114.071091
4782.389832	-114.398460
4783.062744	-117.264229
4783.735657	-114.393356
4784.408569	-114.067192
4785.081482	-119.435837
4785.754395	-122.305557
4786.427307	-127.412178
4787.100220	-123.414268
4787.773132	-118.358604
4788.446045	-117.362083
4789.118958	-116.818283
4789.791870	-115.467232
4790.464783	-118.535461
4791.137695	-120.335854
4791.810608	-119.831978
4792.483521	-117.937622
4793.156433	-117.551582
4793.829346	-121.584778
4794.502258	-119.078094
4795.175171	-119.100883
4795.848083	-115.869354
4796.520996	-116.192032
4797.193909	-118.036636
4797.866821	-118.174530
4798.539734	-118.848907
4799.212646	-118.594070
4799.885559	-119.468956
4800.558472	-116.977554
4801.231384	-115.658501
4801.904297	-119.137283
4802.577209	-118.883186
4803.250122	-118.189888
4803.923035	-117.905136
4804.595947	-119.793159
4805.268860	-118.716965
4805.941772	-118.241653
4806.614685	-118.296730
4807.287598	-120.834282
4807.960510	-120.849785
4808.633423	-120.520134
4809.306335	-122.771057
4809.979248	-115.793358
4810.652161	-115.850830
4811.325073	-121.394928
4811.997986	-120.611771
4812.670898	-118.836143
4813.343811	-119.429710
4814.016724	-121.134789
4814.689636	-118.370132
4815.362549	-119.042152
4816.035461	-121.698288
4816.708374	-124.496284
4817.381287	-120.185715
4818.054199	-122.865631
4818.727112	-126.848618
4819.400024	-124.471703
4820.072937	-122.455338
4820.745850	-125.265953
4821.418762	-123.080208
4822.091675	-123.526337
4822.764587	-127.168953
4823.437500	-124.970734
4824.110413	-119.016228
4824.783325	-117.637802
4825.456238	-124.726303
4826.129150	-119.295036
4826.802063	-115.192947
4827.474976	-116.426460
4828.147888	-121.358856
4828.820801	-127.184341
4829.493713	-120.969574
4830.166626	-117.039810
4830.839539	-118.344048
4831.512451	-120.410530
4832.185364	-123.525932
4832.858276	-117.735191
4833.531189	-117.060768
4834.204102	-117.573799
4834.877014	-118.046234
4835.549927	-118.252480
4836.222839	-118.878906
4836.895752	-118.980392
4837.568665	-117.909767
4838.241577	-117.765724
4838.914490	-120.635414
4839.587402	-123.546890
4840.260315	-124.007462
4840.933228	-118.559296
4841.606140	-114.288605
4842.279053	-116.061508
4842.951965	-115.979401
4843.624878	-114.498070
4844.297791	-114.111572
4844.970703	-114.133675
4845.643616	-115.405312
4846.316528	-116.359947
4846.989441	-116.923843
4847.662354	-117.177124
4848.335266	-122.567261
4849.008179	-117.621002
4849.681091	-117.454666
4850.354004	-117.673477
4851.026917	-119.205414
4851.699829	-119.583328
4852.372742	-121.778954
4853.045654	-121.890671
4853.718567	-117.854492
4854.391479	-116.223419
4855.064392	-116.916069
4855.737305	-117.934181
4856.410217	-118.466888
4857.083130	-118.242065
4857.756042	-123.273682
4858.428955	-122.041168
4859.101868	-119.109947
4859.774780	-114.572838
4860.447693	-115.848274
4861.120605	-119.341339
4861.793518	-115.470543
4862.466431	-115.938896
4863.139343	-120.912903
4863.812256	-119.308556
4864.485168	-120.496254
4865.158081	-120.192352
4865.830994	-122.013123
4866.503906	-122.436295
4867.176819	-121.962006
4867.849731	-124.301918
4868.522644	-122.492500
4869.195557	-118.796021
4869.868469	-117.720558
4870.541382	-118.415970
4871.214294	-117.185654
4871.887207	-118.047760
4872.560120	-118.493980
4873.233032	-119.564194
4873.905945	-125.487007
4874.578857	-123.793182
4875.251770	-119.845490
4875.924683	-116.240013
4876.597595	-117.811485
4877.270508	-122.353119
4877.943420	-118.050812
4878.616333	-114.247215
4879.289246	-116.322411
4879.962158	-119.946236
4880.635071	-123.289734
4881.307983	-117.872307
4881.980896	-120.748947
4882.653809	-126.156929
4883.326721	-117.990677
4883.999634	-118.931969
4884.672546	-121.902359
4885.345459	-122.512657
4886.018372	-127.501846
4886.691284	-124.093391
4887.364197	-121.824173
4888.037109	-120.201591
4888.710022	-118.176491
4889.382935	-117.771751
4890.055847	-118.704269
4890.728760	-119.291580
4891.401672	-114.824150
4892.074585	-119.657089
4892.747498	-118.701790
4893.420410	-115.972565
4894.093323	-117.666153
4894.766235	-121.130249
4895.439148	-122.152397
4896.112061	-122.573555
4896.784973	-120.809380
4897.457886	-121.704933
4898.130798	-119.516426
4898.803711	-119.820663
4899.476624	-121.620537
4900.149536	-121.591667
4900.822449	-115.733788
4901.495361	-116.527679
4902.168274	-118.230408
4902.841187	-120.325668
4903.514099	-121.400795
4904.187012	-117.619476
4904.859924	-116.545685
4905.532837	-119.609062
4906.205750	-120.132004
4906.878662	-115.858910
4907.551575	-115.031166
4908.224487	-115.912048
4908.897400	-117.903412
4909.570313	-117.712807
4910.243225	-115.843285
4910.916138	-120.800827
4911.589050	-119.766899
4912.261963	-120.136932
4912.934875	-117.992210
4913.607788	-116.595985
4914.280701	-118.066078
4914.953613	-118.927170
4915.626526	-117.955139
4916.299438	-122.587555
4916.972351	-125.243530
4917.645264	-120.097443
4918.318176	-118.981018
4918.991089	-118.465599
4919.664001	-122.595726
4920.336914	-117.998421
4921.009827	-114.099335
4921.682739	-114.218361
4922.355652	-115.235374
4923.028564	-118.667458
4923.701477	-118.448212
4924.374390	-118.348701
4925.047302	-122.589729
4925.720215	-129.142136
4926.393127	-120.157982
4927.066040	-116.636147
4927.738953	-118.207588
4928.411865	-118.776054
4929.084778	-118.599121
4929.757690	-120.272812
4930.430603	-117.513351
4931.103516	-117.759651
4931.776428	-120.765602
4932.449341	-120.261093
4933.122253	-116.828941
4933.795166	-119.981354
4934.468079	-114.469200
4935.140991	-118.808533
4935.813904	-118.467804
4936.486816	-117.942589
4937.159729	-116.864967
4937.832642	-117.618935
4938.505554	-123.107567
4939.178467	-121.154404
4939.851379	-119.347260
4940.524292	-118.525162
4941.197205	-118.136139
4941.870117	-121.271935
4942.543030	-124.207764
4943.215942	-119.828499
4943.888855	-119.428368
4944.561768	-122.807083
4945.234680	-122.997139
4945.907593	-121.539650
4946.580505	-120.549362
4947.253418	-118.957321
4947.926331	-119.260605
4948.599243	-117.182602
4949.272156	-117.177017
4949.945068	-121.172768
4950.617981	-122.297691
4951.290894	-120.040459
4951.963806	-117.318108
4952.636719	-116.885284
4953.309631	-119.485107
4953.982544	-118.506081
4954.655457	-120.308708
4955.328369	-119.989029
4956.001282	-119.688011
4956.674194	-120.609634
4957.347107	-123.754181
4958.020020	-122.022491
4958.692932	-123.269135
4959.365845	-123.277847
4960.038757	-117.956451
4960.711670	-116.764153
4961.384583	-115.713402
4962.057495	-120.408600
4962.730408	-114.220329
4963.403320	-118.470650
4964.076233	-115.752464
4964.749146	-117.402512
4965.422058	-120.693832
4966.094971	-120.986069
4966.767883	-117.416786
4967.440796	-116.948509
4968.113708	-118.224236
4968.786621	-117.461510
4969.459534	-118.927994
4970.132446	-117.182487
4970.805359	-117.855667
4971.478271	-118.009323
4972.151184	-120.843246
4972.824097	-119.488968
4973.497009	-116.939156
4974.169922	-116.976517
4974.842834	-116.991241
4975.515747	-116.221161
4976.188660	-118.322830
4976.861572	-118.517105
4977.534485	-121.503227
4978.207397	-122.294067
4978.880310	-118.438293
4979.553223	-115.191757
4980.226135	-115.749916
4980.899048	-123.577446
4981.571960	-122.174400
4982.244873	-120.259338
4982.917786	-118.858719
4983.590698	-121.253136
4984.263611	-121.204292
4984.936523	-120.649323
4985.609436	-119.609230
4986.282349	-117.411270
4986.955261	-115.976028
4987.628174	-116.243469
4988.301086	-119.919395
4988.973999	-119.752235
4989.646912	-120.384140
4990.319824	-120.878288
4990.992737	-122.707092
4991.665649	-121.121185
4992.338562	-118.767479
4993.011475	-118.561813
4993.684387	-122.934013
4994.357300	-118.281410
4995.030212	-117.626434
4995.703125	-117.720451
4996.376038	-119.583977
4997.048950	-123.741135
4997.721863	-119.419624
4998.394775	-117.248451
4999.067688	-118.360466
4999.740601	-117.947357
5000.413513	-116.986130
5001.086426	-119.821365
5001.759338	-121.210838
5002.432251	-120.071968
5003.105164	-117.945808
5003.778076	-118.594124
5004.450989	-120.947021
5005.123901	-120.493393
5005.796814	-120.864929
5006.469727	-116.794807
5007.142639	-114.550194
5007.815552	-117.721825
5008.488464	-122.148460
5009.161377	-124.156731
5009.834290	-118.322937
5010.507202	-118.537735
5011.180115	-121.786263
5011.853027	-121.614792
5012.525940	-117.430008
5013.198853	-114.666527
5013.871765	-120.364120
5014.544678	-117.462311
5015.217590	-122.044632
5015.890503	-115.891983
5016.563416	-122.756523
5017.236328	-120.719315
5017.909241	-120.771721
5018.582153	-119.318916
5019.255066	-117.904785
5019.927979	-120.374466
5020.600891	-117.498238
5021.273804	-117.446289
5021.946716	-117.769196
5022.619629	-118.594467
5023.292542	-118.807152
5023.965454	-122.607986
5024.638367	-126.899277
5025.311279	-123.582184
5025.984192	-122.806412
5026.657104	-124.043114
5027.330017	-118.749237
5028.002930	-115.717102
5028.675842	-116.069885
5029.348755	-119.738838
5030.021667	-122.853714
5030.694580	-126.452080
5031.367493	-122.431595
5032.040405	-121.566299
5032.713318	-128.945618
5033.386230	-124.438156
5034.059143	-122.593971
5034.732056	-118.896332
5035.404968	-115.436913
5036.077881	-116.808502
5036.750793	-124.195892
5037.423706	-125.755432
5038.096619	-119.490356
5038.769531	-120.806763
5039.442444	-119.255020
5040.115356	-117.475525
5040.788269	-119.131149
5041.461182	-124.296799
5042.134094	-123.917740
5042.807007	-117.692337
5043.479919	-115.652962
5044.152832	-116.352013
5044.825745	-116.949043
5045.498657	-115.620766
5046.171570	-116.548233
5046.844482	-117.715614
5047.517395	-115.966331
5048.190308	-117.136070
5048.863220	-119.475433
5049.536133	-118.393219
5050.209045	-122.103416
5050.881958	-117.442680
5051.554871	-117.427452
5052.227783	-121.698677
5052.900696	-117.722939
5053.573608	-123.708160
5054.246521	-119.276085
5054.919434	-115.246803
5055.592346	-120.049927
5056.265259	-114.755417
5056.938171	-115.033913
5057.611084	-117.221909
5058.283997	-118.053253
5058.956909	-122.388268
5059.629822	-119.175682
5060.302734	-120.486969
5060.975647	-122.616020
5061.648560	-116.772194
5062.321472	-115.333847
5062.994385	-116.297142
5063.667297	-121.023666
5064.340210	-116.271118
5065.013123	-118.873474
5065.686035	-122.739082
5066.358948	-122.652626
5067.031860	-123.329155
5067.704773	-120.448807
5068.377686	-118.772316
5069.050598	-118.981133
5069.723511	-117.527023
5070.396423	-120.642479
5071.069336	-116.928871
5071.742249	-116.654167
5072.415161	-119.187294
5073.088074	-116.417252
5073.760986	-116.023643
5074.433899	-119.585556
5075.106812	-118.937302
5075.779724	-118.466194
5076.452637	-119.214783
5077.125549	-118.482964
5077.798462	-120.441200
5078.471375	-120.375114
5079.144287	-118.692543
5079.817200	-121.992432
5080.490112	-119.812012
5081.163025	-124.913200
5081.835938	-118.994812
5082.508850	-117.363304
5083.181763	-117.409912
5083.854675	-118.807983
5084.527588	-117.369041
5085.200500	-116.417740
5085.873413	-118.579666
5086.546326	-121.275726
5087.219238	-120.947220
5087.892151	-115.921608
5088.565063	-115.980690
5089.237976	-117.902855
5089.910889	-119.229843
5090.583801	-123.047623
5091.256714	-124.482140
5091.929626	-122.036148
5092.602539	-120.422974
5093.275452	-118.399254
5093.948364	-119.466927
5094.621277	-126.843353
5095.294189	-121.010109
5095.967102	-122.516319
5096.640015	-123.407562
5097.312927	-123.830742
5097.985840	-119.067551
5098.658752	-118.145058
5099.331665	-123.996925
5100.004578	-119.767258
5100.677490	-123.752754
5101.350403	-119.093788
5102.023315	-119.549980
5102.696228	-117.558495
5103.369141	-119.564369
5104.042053	-121.704109
5104.714966	-117.703102
5105.387878	-117.484642
5106.060791	-117.321640
5106.733704	-123.463554
5107.406616	-122.036919
5108.079529	-121.439507
5108.752441	-120.505470
5109.425354	-118.363991
5110.098267	-122.977470
5110.771179	-120.231003
5111.444092	-118.694000
5112.117004	-125.782272
5112.789917	-125.510239
5113.462830	-122.515900
5114.135742	-120.657524
5114.808655	-119.387833
5115.481567	-119.990768
5116.154480	-118.593170
5116.827393	-117.643661
5117.500305	-118.584412
5118.173218	-119.328346
5118.846130	-120.077934
5119.519043	-125.266380
5120.191956	-121.244965
5120.864868	-117.412560
5121.537781	-118.171234
5122.210693	-119.923386
5122.883606	-125.959259
5123.556519	-122.391685
5124.229431	-116.985809
5124.902344	-118.104027
5125.575256	-125.009476
5126.248169	-130.460693
5126.921082	-125.732178
5127.593994	-120.972954
5128.266907	-120.187775
5128.939819	-117.963356
5129.612732	-119.582039
5130.285645	-122.638306
5130.958557	-122.702164
5131.631470	-118.035568
5132.304382	-116.377365
5132.977295	-121.029663
5133.650208	-116.436562
5134.323120	-117.065842
5134.996033	-118.333130
5135.668945	-115.268059
5136.341858	-116.245903
5137.014771	-125.149620
5137.687683	-119.868858
5138.360596	-119.470551
5139.033508	-120.091232
5139.706421	-119.799706
5140.379333	-123.310005
5141.052246	-120.071159
5141.725159	-129.419250
5142.398071	-118.018402
5143.070984	-121.913208
5143.743896	-127.093964
5144.416809	-122.693794
5145.089722	-124.927414
5145.762634	-121.337440
5146.435547	-116.147957
5147.108459	-118.688560
5147.781372	-119.026459
5148.454285	-120.873085
5149.127197	-122.110100
5149.800110	-122.015915
5150.473022	-121.029373
5151.145935	-118.598648
5151.818848	-123.460243
5152.491760	-117.817024
5153.164673	-116.790443
5153.837585	-118.190582
5154.510498	-119.407341
5155.183411	-125.098511
5155.856323	-116.036736
5156.529236	-118.175819
5157.202148	-119.246277
5157.875061	-120.051872
5158.547974	-121.897659
5159.220886	-120.922913
5159.893799	-117.796410
5160.566711	-115.310242
5161.239624	-122.001701
5161.912537	-122.856216
5162.585449	-124.085663
5163.258362	-124.039963
5163.931274	-123.835625
5164.604187	-115.726280
5165.277100	-115.583549
5165.950012	-117.563522
5166.622925	-120.148811
5167.295837	-120.892456
5167.968750	-117.322754
5168.641663	-117.562553
5169.314575	-119.013092
5169.987488	-117.369514
5170.660400	-117.610199
5171.333313	-117.185616
5172.006226	-116.915504
5172.679138	-118.118645
5173.352051	-123.213837
5174.024963	-119.615532
5174.697876	-121.131927
5175.370789	-124.950821
5176.043701	-120.071701
5176.716614	-117.246208
5177.389526	-118.182190
5178.062439	-121.137726
5178.735352	-130.559402
5179.408264	-120.673347
5180.081177	-117.774879
5180.754089	-117.658134
5181.427002	-119.285652
5182.099915	-121.958862
5182.772827	-125.041725
5183.445740	-123.677353
5184.118652	-123.800880
5184.791565	-123.292732
5185.464478	-124.280426
5186.137390	-122.102501
5186.810303	-121.620720
5187.483215	-122.005600
5188.156128	-121.489403
5188.829041	-121.459236
5189.501953	-123.848526
5190.174866	-123.565430
5190.847778	-119.174828
5191.520691	-121.018471
5192.193604	-120.376221
5192.866516	-118.420387
5193.539429	-119.487045
5194.212341	-122.339874
5194.885254	-122.297775
5195.558167	-120.153374
5196.231079	-118.907387
5196.903992	-120.387390
5197.576904	-126.990662
5198.249817	-122.756226
5198.922729	-118.693375
5199.595642	-123.794792
5200.268555	-124.062050
5200.941467	-123.454292
5201.614380	-118.761971
5202.287292	-117.892891
5202.960205	-117.728340
5203.633118	-119.997063
5204.306030	-123.789642
5204.978943	-116.620781
5205.651855	-117.441101
5206.324768	-120.984856
5206.997681	-121.344002
5207.670593	-117.656433
5208.343506	-116.022385
5209.016418	-118.014160
5209.689331	-119.933548
5210.362244	-119.332809
5211.035156	-114.799911
5211.708069	-118.922935
5212.380981	-118.183914
5213.053894	-119.293861
5213.726807	-124.864609
5214.399719	-121.233604
5215.072632	-119.599579
5215.745544	-116.993912
5216.418457	-116.370834
5217.091370	-114.579674
5217.764282	-115.264931
5218.437195	-122.668236
5219.110107	-123.360359
5219.783020	-119.075516
5220.455933	-118.720840
5221.128845	-121.249596
5221.801758	-126.227264
5222.474670	-125.306747
5223.147583	-122.023720
5223.820496	-126.313515
5224.493408	-122.843216
5225.166321	-122.371750
5225.839233	-119.473587
5226.512146	-120.530373
5227.185059	-121.841522
5227.857971	-121.975868
5228.530884	-121.894104
5229.203796	-120.712418
5229.876709	-120.553772
5230.549622	-119.007339
5231.222534	-118.434143
5231.895447	-114.952309
5232.568359	-112.496849
5233.241272	-115.010361
5233.914185	-119.615959
5234.587097	-120.408134
5235.260010	-119.204880
5235.932922	-115.685661
5236.605835	-119.790100
5237.278748	-120.969215
5237.951660	-122.558189
5238.624573	-130.115433
5239.297485	-126.637131
5239.970398	-121.553436
5240.643311	-120.558136
5241.316223	-118.820084
5241.989136	-122.583290
5242.662048	-126.575134
5243.334961	-124.122299
5244.007874	-118.010933
5244.680786	-116.355354
5245.353699	-122.480217
5246.026611	-121.122726
5246.699524	-122.056641
5247.372437	-120.145332
5248.045349	-120.678055
5248.718262	-121.357338
5249.391174	-117.689781
5250.064087	-119.217987
5250.737000	-121.417030
5251.409912	-118.653221
5252.082825	-118.185768
5252.755737	-118.187164
5253.428650	-121.436348
5254.101563	-123.198967
5254.774475	-122.785606
5255.447388	-120.040138
5256.120300	-120.908562
5256.793213	-115.696030
5257.466125	-116.359657
5258.139038	-121.772041
5258.811951	-121.129204
5259.484863	-121.078918
5260.157776	-121.599327
5260.830688	-121.428848
5261.503601	-118.987381
5262.176514	-117.222115
5262.849426	-118.823204
5263.522339	-120.232819
5264.195251	-118.325539
5264.868164	-116.083969
5265.541077	-118.736557
5266.213989	-122.968300
5266.886902	-121.382828
5267.559814	-120.015663
5268.232727	-119.970406
5268.905640	-117.963890
5269.578552	-119.986961
5270.251465	-122.693756
5270.924377	-120.497299
5271.597290	-118.543869
5272.270203	-117.794136
5272.943115	-116.368980
5273.616028	-114.043159
5274.288940	-117.257545
5274.961853	-127.047455
5275.634766	-118.321808
5276.307678	-123.355316
5276.980591	-120.993782
5277.653503	-122.726212
5278.326416	-120.704865
5278.999329	-119.612572
5279.672241	-120.242661
5280.345154	-118.647049
5281.018066	-116.812172
5281.690979	-118.426140
5282.363892	-123.027946
5283.036804	-119.922989
5283.709717	-122.224030
5284.382629	-123.907036
5285.055542	-122.079674
5285.728455	-118.417412
5286.401367	-120.434494
5287.074280	-121.973480
5287.747192	-122.704285
5288.420105	-121.460480
5289.093018	-119.831512
5289.765930	-122.549332
5290.438843	-120.388306
5291.111755	-119.205521
5291.784668	-125.259140
5292.457581	-121.116806
5293.130493	-117.986786
5293.803406	-117.009392
5294.476318	-114.201080
5295.149231	-119.662491
5295.822144	-123.699684
5296.495056	-119.820747
5297.167969	-119.837868
5297.840881	-121.089653
5298.513794	-117.584030
5299.186707	-119.148621
5299.859619	-121.516235
5300.532532	-123.321831
5301.205444	-122.983086
5301.878357	-121.197144
5302.551270	-121.596619
5303.224182	-120.816429
5303.897095	-122.177879
5304.570007	-122.679558
5305.242920	-126.479370
5305.915833	-119.328804
5306.588745	-121.821648
5307.261658	-117.740791
5307.934570	-117.801498
5308.607483	-125.988831
5309.280396	-119.878014
5309.953308	-122.621719
5310.626221	-120.946480
5311.299133	-127.671791
5311.972046	-128.922760
5312.644958	-127.115021
5313.317871	-123.986336
5313.990784	-121.995819
5314.663696	-119.718285
5315.336609	-116.074547
5316.009521	-114.844887
5316.682434	-117.497932
5317.355347	-122.901451
5318.028259	-126.703407
5318.701172	-122.709869
5319.374084	-121.551567
5320.046997	-120.115517
5320.719910	-120.379211
5321.392822	-123.381317
5322.065735	-121.808266
5322.738647	-120.849525
5323.411560	-119.994698
5324.084473	-121.543457
5324.757385	-121.761345
5325.430298	-118.374901
5326.103210	-121.205353
5326.776123	-121.775505
5327.449036	-122.240257
5328.121948	-125.059769
5328.794861	-121.660545
5329.467773	-118.357742
5330.140686	-119.566811
5330.813599	-117.534859
5331.486511	-117.627899
5332.159424	-123.891449
5332.832336	-122.030823
5333.505249	-120.622139
5334.178162	-124.109131
5334.851074	-123.181313
5335.523987	-128.752594
5336.196899	-121.773445
5336.869812	-117.870750
5337.542725	-118.509430
5338.215637	-124.516808
5338.888550	-123.005234
5339.561462	-123.037643
5340.234375	-119.626770
5340.907288	-118.560722
5341.580200	-118.239365
5342.253113	-117.565636
5342.926025	-119.165718
5343.598938	-123.325966
5344.271851	-122.074913
5344.944763	-123.713470
5345.617676	-121.462723
5346.290588	-121.825798
5346.963501	-122.797699
5347.636414	-127.594467
5348.309326	-123.045341
5348.982239	-122.584892
5349.655151	-117.002586
5350.328064	-115.795029
5351.000977	-115.539375
5351.673889	-116.465752
5352.346802	-117.816528
5353.019714	-120.456268
5353.692627	-122.103027
5354.365540	-118.076393
5355.038452	-119.804306
5355.711365	-120.323151
5356.384277	-114.370972
5357.057190	-114.963554
5357.730103	-119.678383
5358.403015	-119.260269
5359.075928	-124.768097
5359.748840	-122.946159
5360.421753	-118.405273
5361.094666	-117.373375
5361.767578	-117.903954
5362.440491	-118.939972
5363.113403	-116.331184
5363.786316	-116.467781
5364.459229	-118.530998
5365.132141	-121.890472
5365.805054	-114.268471
5366.477966	-114.962929
5367.150879	-116.720665
5367.823792	-119.292107
5368.496704	-121.953568
5369.169617	-118.845863
5369.842529	-118.298683
5370.515442	-119.249161
5371.188354	-116.184349
5371.861267	-119.950859
5372.534180	-120.313484
5373.207092	-120.038872
5373.880005	-117.925537
5374.552917	-119.453911
5375.225830	-118.884407
5375.898743	-118.986359
5376.571655	-122.343956
5377.244568	-121.578003
5377.917480	-119.671722
5378.590393	-115.798035
5379.263306	-116.896507
5379.936218	-118.851067
5380.609131	-119.347061
5381.282043	-126.842201
5381.954956	-122.360313
5382.627869	-120.477249
5383.300781	-123.694946
5383.973694	-120.741905
5384.646606	-117.286674
5385.319519	-122.740822
5385.992432	-119.609688
5386.665344	-118.322670
5387.338257	-116.345406
5388.011169	-117.298553
5388.684082	-119.788467
5389.356995	-122.958305
5390.029907	-125.371277
5390.702820	-125.849220
5391.375732	-124.102448
5392.048645	-120.729729
5392.721558	-119.389801
5393.394470	-119.553864
5394.067383	-118.927650
5394.740295	-119.642326
5395.413208	-120.327637
5396.086121	-121.337074
5396.759033	-119.612801
5397.431946	-117.293442
5398.104858	-120.882721
