Frequency (Hz)	Level (dB)
6703.125000	-81.835724
6750.000000	-80.051216
6796.875000	-81.362129
6843.750000	-77.402695
6890.625000	-77.247322
6937.500000	-72.756737
6984.375000	-70.891518
7031.250000	-64.839073
7078.125000	-64.495071
7125.000000	-50.609329
7171.875000	-36.786095
7218.750000	-39.288910
7265.625000	-56.686234
7312.500000	-55.572796
7359.375000	-62.674229
7406.250000	-65.872650
7453.125000	-67.077576
7500.000000	-69.083046
7546.875000	-72.020897
7593.750000	-71.804962
7640.625000	-72.242531
7687.500000	-72.087219
7734.375000	-71.632195
7781.250000	-74.095718
7828.125000	-72.326378
7875.000000	-69.859993
7921.875000	-69.730537
7968.750000	-71.368103
8015.625000	-71.627480
8062.500000	-70.172707
8109.375000	-68.410515
8156.250000	-69.144699
8203.125000	-68.063805
8250.000000	-67.124107
8296.875000	-64.548996
8343.750000	-65.369240
8390.625000	-64.326950
8437.500000	-65.219978
8484.375000	-61.483383
8531.250000	-59.958519
8578.125000	-56.383579
8625.000000	-56.080578
8671.875000	-46.850094
8718.750000	-49.167564
8765.625000	-32.298462
8812.500000	-23.798172
8859.375000	-30.416307
8906.250000	-50.546539
8953.125000	-48.482903
9000.000000	-57.753185
9046.875000	-56.815197
9093.750000	-61.315792
9140.625000	-61.474243
9187.500000	-63.262936
9234.375000	-62.810055
9281.250000	-64.181686
9328.125000	-63.631725
9375.000000	-64.599251
9421.875000	-64.742294
9468.750000	-65.640137
9515.625000	-65.143967
9562.500000	-64.995377
9609.375000	-64.978546
9656.250000	-65.068588
9703.125000	-64.362007
9750.000000	-63.666573
9796.875000	-63.602348
9843.750000	-63.429321
9890.625000	-65.098953
9937.500000	-56.462959
9984.375000	-45.262028
10031.250000	-49.126892
10078.125000	-61.357983
10125.000000	-59.874992
10171.875000	-60.227676
10218.750000	-60.656330
10265.625000	-62.354916
10312.500000	-63.220490
10359.375000	-61.316216
10406.250000	-60.827454
10453.125000	-61.739120
10500.000000	-61.511105
10546.875000	-60.677052
10593.750000	-60.064945
10640.625000	-59.499802
10687.500000	-59.046894
10734.375000	-52.379238
10781.250000	-40.331257
10828.125000	-42.826500
10875.000000	-67.147629
10921.875000	-66.109238
10968.750000	-67.155685
11015.625000	-67.269562
11062.500000	-68.458649
11109.375000	-68.750496
11156.250000	-68.328217
11203.125000	-67.870560
11250.000000	-67.238609
11296.875000	-66.683342
11343.750000	-66.317268
11390.625000	-66.424049
11437.500000	-67.062698
11484.375000	-66.599770
11531.250000	-65.538589
11578.125000	-66.659775
11625.000000	-68.637474
11671.875000	-67.213936
11718.750000	-66.790359
11765.625000	-68.445717
11812.500000	-69.305115
11859.375000	-70.213692
11906.250000	-69.145714
11953.125000	-71.051323
12000.000000	-70.599129
12046.875000	-72.846809
12093.750000	-60.338135
12140.625000	-62.025757
12187.500000	-43.253830
12234.375000	-36.293583
12281.250000	-43.264156
12328.125000	-53.846680
12375.000000	-54.996086
12421.875000	-58.159405
12468.750000	-59.038151
12515.625000	-59.988895
12562.500000	-61.288845
12609.375000	-62.258308
12656.250000	-62.429050
12703.125000	-62.747139
12750.000000	-63.004162
12796.875000	-62.834000
12843.750000	-63.123150
12890.625000	-63.609501
12937.500000	-63.408493
12984.375000	-63.612026
13031.250000	-63.784119
13078.125000	-63.537949
13125.000000	-64.206726
13171.875000	-64.864052
13218.750000	-64.565498
13265.625000	-64.565346
13312.500000	-64.934959
13359.375000	-64.564049
13406.250000	-63.002937
13453.125000	-64.801025
13500.000000	-67.815605
13546.875000	-67.893257
13593.750000	-68.447205
13640.625000	-68.912605
13687.500000	-68.896675
13734.375000	-68.963234
13781.250000	-69.148254
13828.125000	-69.650719
13875.000000	-70.485863
13921.875000	-70.636963
13968.750000	-70.625191
14015.625000	-71.677101
14062.500000	-72.670601
14109.375000	-71.619781
14156.250000	-71.930367
14203.125000	-73.160347
14250.000000	-73.292747
14296.875000	-73.379189
14343.750000	-74.698524
14390.625000	-75.649864
14437.500000	-75.306007
14484.375000	-76.318939
14531.250000	-77.155281
14578.125000	-73.394150
14625.000000	-65.294495
14671.875000	-68.849777
14718.750000	-76.981041
14765.625000	-78.837830
14812.500000	-80.150566
14859.375000	-79.902443
14906.250000	-79.396301
14953.125000	-81.466629
15000.000000	-80.979179
15046.875000	-78.377266
15093.750000	-77.439491
15140.625000	-76.279640
15187.500000	-75.588615
15234.375000	-74.076210
15281.250000	-73.148727
15328.125000	-69.896416
15375.000000	-66.834068
15421.875000	-52.519878
15468.750000	-49.556339
15515.625000	-60.135933
15562.500000	-66.901253
15609.375000	-66.418327
15656.250000	-61.545235
15703.125000	-61.139175
15750.000000	-48.246819
15796.875000	-35.621235
15843.750000	-38.765934
15890.625000	-57.868877
15937.500000	-59.223480
15984.375000	-67.032875
16031.250000	-67.169830
16078.125000	-70.227081
16125.000000	-69.753044
16171.875000	-72.009132
16218.750000	-71.479156
16265.625000	-69.874763
16312.500000	-62.340508
16359.375000	-58.686066
16406.250000	-67.458397
16453.125000	-74.599693
16500.000000	-74.896271
16546.875000	-75.365601
16593.750000	-75.813705
16640.625000	-76.382446
16687.500000	-78.177261
16734.375000	-82.558846
16781.250000	-83.031891
16828.125000	-83.669388
16875.000000	-75.710648
16921.875000	-59.615143
16968.750000	-60.100277
17015.625000	-76.136894
17062.500000	-82.191978
17109.375000	-88.805107
17156.250000	-89.272659
17203.125000	-92.664665
17250.000000	-92.467583
17296.875000	-86.655472
17343.750000	-85.279091
17390.625000	-78.671295
17437.500000	-69.063828
17484.375000	-53.233219
17531.250000	-52.618298
17578.125000	-63.498001
17625.000000	-69.200096
17671.875000	-70.498253
17718.750000	-71.012695
17765.625000	-71.335052
17812.500000	-71.175499
17859.375000	-71.650055
17906.250000	-71.617752
17953.125000	-71.499275
18000.000000	-71.546906
18046.875000	-72.161041
18093.750000	-72.418831
18140.625000	-72.110344
18187.500000	-72.289108
18234.375000	-72.482010
18281.250000	-72.506332
18328.125000	-72.838814
18375.000000	-72.959801
18421.875000	-72.484406
18468.750000	-72.303406
18515.625000	-72.685204
18562.500000	-72.893791
18609.375000	-72.613029
18656.250000	-72.245720
18703.125000	-72.111855
18750.000000	-71.591949
18796.875000	-71.108551
18843.750000	-71.189476
18890.625000	-71.195816
18937.500000	-70.813225
18984.375000	-70.901001
19031.250000	-71.586815
19078.125000	-72.570427
19125.000000	-73.146660
19171.875000	-74.327995
19218.750000	-73.940010
19265.625000	-62.292046
19312.500000	-64.550560
19359.375000	-71.479477
19406.250000	-72.909134
19453.125000	-74.563454
19500.000000	-70.329086
19546.875000	-66.711967
19593.750000	-74.347458
19640.625000	-78.890358
19687.500000	-79.615761
19734.375000	-79.414391
19781.250000	-79.600967
19828.125000	-79.877159
19875.000000	-80.538986
19921.875000	-80.444977
19968.750000	-78.819458
20015.625000	-78.140030
20062.500000	-75.004890
20109.375000	-71.638268
20156.250000	-57.065624
20203.125000	-55.534298
20250.000000	-69.433182
20296.875000	-81.412895
20343.750000	-83.461052
20390.625000	-89.907677
20437.500000	-90.232033
20484.375000	-91.224007
20531.250000	-91.925804
20578.125000	-88.791939
20625.000000	-88.369621
20671.875000	-89.820930
20718.750000	-90.698189
20765.625000	-87.828445
20812.500000	-83.655861
20859.375000	-83.656059
20906.250000	-81.846008
20953.125000	-65.942757
21000.000000	-53.402748
21046.875000	-54.070129
21093.750000	-67.313667
21140.625000	-77.893707
21187.500000	-80.482994
21234.375000	-82.438683
21281.250000	-88.553986
21328.125000	-94.161690
21375.000000	-91.449829
21421.875000	-88.698677
21468.750000	-88.945457
21515.625000	-91.672531
21562.500000	-90.958527
21609.375000	-89.270409
21656.250000	-88.349487
21703.125000	-90.479340
21750.000000	-92.451324
21796.875000	-90.692863
21843.750000	-91.034454
21890.625000	-91.270393
21937.500000	-86.777420
21984.375000	-89.422783
22031.250000	-96.016884
22078.125000	-94.573814
22125.000000	-94.866684
22171.875000	-95.775581
22218.750000	-95.068115
22265.625000	-95.590401
22312.500000	-96.977608
22359.375000	-97.328255
22406.250000	-98.124329
22453.125000	-98.103958
22500.000000	-97.259567
22546.875000	-97.474869
22593.750000	-99.254364
22640.625000	-98.596375
22687.500000	-98.904068
22734.375000	-96.044746
22781.250000	-94.091255
22828.125000	-92.209930
22875.000000	-88.241081
22921.875000	-82.950394
22968.750000	-70.937782
23015.625000	-70.281853
23062.500000	-85.643532
23109.375000	-90.728935
23156.250000	-88.425209
23203.125000	-86.850365
23250.000000	-84.340347
23296.875000	-82.831100
23343.750000	-79.916084
23390.625000	-76.228416
23437.500000	-73.841339
23484.375000	-66.125069
23531.250000	-55.983009
23578.125000	-58.821743
23625.000000	-74.077209
23671.875000	-77.891869
23718.750000	-85.178299
23765.625000	-86.056839
23812.500000	-91.097939
23859.375000	-90.645958
23906.250000	-93.916893
23953.125000	-95.325081
